state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.194,-0.194,-0.22,-0.043,-0.085,4,180
"('h2', 'h4', 'util1', 'active1', 'rtt0', 'loss1')",3,-0.154,-0.154,-0.243,-0.093,-0.11,2,181
"('h4', 'h2', 'util1', 'active1', 'rtt0', 'loss1')",3,-0.154,-0.154,-0.243,-0.093,-0.11,2,182
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.163,-0.163,-0.217,-0.045,-0.078,3,183
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.163,-0.163,-0.217,-0.045,-0.078,3,184
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss1')",3,-0.216,-0.216,-0.238,-0.047,-0.094,4,185
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss1')",3,-0.216,-0.216,-0.238,-0.047,-0.094,4,186
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.251,-0.251,-0.243,-0.08,-0.128,6,187
"('h4', 'h2', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.251,-0.251,-0.243,-0.08,-0.128,7,188
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss1')",3,-0.17,-0.17,-0.234,-0.045,-0.08,4,189
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss1')",3,-0.17,-0.17,-0.234,-0.045,-0.08,4,190
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss2')",3,-0.171,-0.171,-0.23,0.0,-0.048,2,191
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss2')",3,-0.171,-0.171,-0.23,0.0,-0.048,2,192
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.261,-0.261,-0.244,-0.128,-0.165,7,193
"('h4', 'h2', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.261,-0.261,-0.244,-0.128,-0.165,8,194
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.315,-0.315,-0.223,-0.083,-0.148,5,195
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.315,-0.315,-0.223,-0.083,-0.148,5,196
"('h1', 'h4', 'util0', 'active0', 'rtt1', 'loss1')",3,-0.325,-0.325,-0.236,0.0,-0.091,1,197
"('h4', 'h1', 'util0', 'active0', 'rtt1', 'loss1')",3,-0.325,-0.325,-0.236,0.0,-0.091,1,198
"('h1', 'h5', 'util0', 'active1', 'rtt1', 'loss1')",4,-0.35,-0.35,-0.23,0.0,-0.098,1,199
"('h5', 'h1', 'util0', 'active1', 'rtt1', 'loss1')",4,-0.35,-0.35,-0.23,0.0,-0.098,1,200
"('h2', 'h4', 'util0', 'active0', 'rtt1', 'loss2')",3,-0.176,-0.176,-0.24,0.0,-0.049,1,201
"('h4', 'h2', 'util0', 'active0', 'rtt1', 'loss2')",3,-0.176,-0.176,-0.24,0.0,-0.049,1,202
"('h2', 'h4', 'util0', 'active0', 'rtt0', 'loss2')",3,-0.462,-0.462,-0.254,0.0,-0.129,4,203
"('h4', 'h2', 'util0', 'active0', 'rtt0', 'loss2')",3,-0.462,-0.462,-0.254,0.0,-0.129,4,204
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.35,-0.35,-0.242,0.0,-0.098,2,205
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.35,-0.35,-0.242,0.0,-0.098,2,206
"('h1', 'h5', 'util2', 'active0', 'rtt4', 'loss5')",3,-0.404,-0.404,-0.241,0.0,-0.113,1,207
"('h5', 'h1', 'util2', 'active0', 'rtt4', 'loss5')",3,-0.404,-0.404,-0.241,0.0,-0.113,1,208
"('h2', 'h4', 'util3', 'active1', 'rtt0', 'loss1')",3,-0.156,-0.156,-0.248,0.0,-0.044,1,209
"('h4', 'h2', 'util3', 'active1', 'rtt0', 'loss1')",3,-0.156,-0.156,-0.248,0.0,-0.044,1,210
"('h2', 'h4', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.164,-0.164,-0.243,0.0,-0.046,1,211
"('h4', 'h2', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.164,-0.164,-0.243,0.0,-0.046,1,212
"('h1', 'h4', 'util0', 'active1', 'rtt0', 'loss6')",3,-0.2,-0.2,-0.24,0.0,-0.056,1,213
"('h4', 'h1', 'util0', 'active1', 'rtt0', 'loss6')",3,-0.2,-0.2,-0.24,0.0,-0.056,1,214
"('h2', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.218,-0.218,-0.241,-0.047,-0.095,5,215
